question_id,section,subtopic,difficulty_tag,exam_tags,_true_correct_prob
Q05086,Quantitative Aptitude,"Time, Speed & Distance",Easy,"CAT,TCS NQT",0.841
Q05087,Quantitative Aptitude,Mixtures & Alligations,Hard,"SSC,TCS NQT",0.364
Q05088,Logical Reasoning,Syllogisms,Hard,"Placements,TCS NQT,SSC",0.316
Q05089,Logical Reasoning,Syllogisms,Medium,Banking,0.637
Q05090,Logical Reasoning,Clocks & Calendars,Easy,"CAT,General,Banking",0.797
Q05091,Quantitative Aptitude,Averages,Medium,"CAT,Placements",0.504
Q05092,Logical Reasoning,Cubes & Dice,Medium,General,0.549
Q05093,Verbal Ability,Critical Reasoning,Easy,Banking,0.853
Q05094,Verbal Ability,Odd One Out,Easy,"CAT,Placements,Banking",0.775
Q05095,Verbal Ability,Error Spotting,Medium,"General,TCS NQT",0.572
Q05096,Data Interpretation,Line Graphs,Medium,CAT,0.55
Q05097,Quantitative Aptitude,Number System,Easy,General,0.83
Q05098,Data Interpretation,Pie Charts,Medium,"TCS NQT,General",0.543
Q05099,Logical Reasoning,Coding-Decoding,Easy,General,0.77
Q05100,Data Interpretation,Tables,Medium,"TCS NQT,Banking",0.572
Q05101,Quantitative Aptitude,Time & Work,Easy,"TCS NQT,SSC,Banking",0.84
Q05102,Verbal Ability,Error Spotting,Easy,"TCS NQT,Banking,Placements",0.813
Q05103,Logical Reasoning,Input-Output,Easy,TCS NQT,0.737
Q05104,Verbal Ability,Sentence Correction,Easy,TCS NQT,0.894
Q05105,Quantitative Aptitude,Time & Work,Medium,"General,SSC,Banking",0.559
Q05106,Quantitative Aptitude,Number System,Hard,"Placements,TCS NQT",0.332
Q05107,Quantitative Aptitude,Mensuration,Easy,"CAT,Banking,TCS NQT",0.832
Q05108,Logical Reasoning,Ranking & Order,Medium,"CAT,Banking,TCS NQT",0.465
Q05109,Verbal Ability,Error Spotting,Easy,Banking,0.771
Q05110,Verbal Ability,Odd One Out,Medium,Banking,0.575
Q05111,Verbal Ability,Idioms & Phrases,Medium,CAT,0.521
Q05112,Data Interpretation,Mixed DI Sets,Easy,Banking,0.812
Q05113,Quantitative Aptitude,Probability,Medium,CAT,0.536
Q05114,Data Interpretation,Line Graphs,Hard,Placements,0.308
Q05115,Verbal Ability,Cloze Test,Medium,"SSC,Placements",0.508
Q05116,Logical Reasoning,Seating Arrangement,Hard,"General,SSC",0.359
Q05117,Data Interpretation,Bar Graphs,Hard,"TCS NQT,Banking",0.257
Q05118,Quantitative Aptitude,Simple Interest,Medium,"SSC,Banking,Placements",0.512
Q05119,Quantitative Aptitude,Pipes & Cisterns,Medium,TCS NQT,0.617
Q05120,Verbal Ability,Cloze Test,Hard,CAT,0.331
Q05121,Quantitative Aptitude,Progressions (AP/GP),Easy,SSC,0.808
Q05122,Logical Reasoning,Ranking & Order,Easy,"TCS NQT,CAT",0.873
Q05123,Quantitative Aptitude,Probability,Medium,"TCS NQT,SSC,Placements",0.705
Q05124,Verbal Ability,Para Summary,Medium,"TCS NQT,General,SSC",0.551
Q05125,Logical Reasoning,Blood Relations,Hard,Placements,0.307
Q05126,Verbal Ability,Reading Comprehension,Easy,"CAT,TCS NQT",0.725
Q05127,Verbal Ability,Error Spotting,Easy,"Placements,TCS NQT,Banking",0.822
Q05128,Quantitative Aptitude,Pipes & Cisterns,Medium,"General,SSC,TCS NQT",0.611
Q05129,Verbal Ability,Cloze Test,Medium,SSC,0.595
Q05130,Logical Reasoning,Venn Diagrams,Medium,"TCS NQT,General,CAT",0.542
Q05131,Quantitative Aptitude,Set Theory,Hard,SSC,0.306
Q05132,Verbal Ability,Fill in the Blanks,Easy,"General,TCS NQT",0.734
Q05133,Logical Reasoning,Cubes & Dice,Easy,General,0.819
Q05134,Data Interpretation,Radar/Spider Charts,Hard,SSC,0.377
Q05135,Verbal Ability,Synonyms & Antonyms,Medium,TCS NQT,0.442
Q05136,Verbal Ability,Para Summary,Hard,"Banking,General",0.346
Q05137,Logical Reasoning,Series Completion,Easy,"General,Placements,CAT",0.742
Q05138,Quantitative Aptitude,Logarithms,Medium,"SSC,Banking",0.449
Q05139,Logical Reasoning,Seating Arrangement,Medium,"CAT,Banking,TCS NQT",0.615
Q05140,Data Interpretation,Venn-based DI,Hard,"Banking,TCS NQT",0.222
Q05141,Logical Reasoning,Direction Sense,Easy,"TCS NQT,Banking,General",0.755
Q05142,Quantitative Aptitude,Partnership,Easy,Placements,0.779
Q05143,Quantitative Aptitude,Algebra,Hard,"TCS NQT,Placements,Banking",0.393
Q05144,Verbal Ability,Error Spotting,Medium,General,0.569
Q05145,Data Interpretation,Venn-based DI,Hard,"General,TCS NQT",0.331
Q05146,Verbal Ability,Reading Comprehension,Easy,"General,Placements",0.796
Q05147,Verbal Ability,Cloze Test,Medium,"Placements,SSC,CAT",0.538
Q05148,Logical Reasoning,Statement & Conclusion,Easy,General,0.838
Q05149,Quantitative Aptitude,Linear Equations,Easy,"Banking,TCS NQT",0.867
Q05150,Quantitative Aptitude,Algebra,Medium,"Banking,TCS NQT,CAT",0.555
Q05151,Quantitative Aptitude,Number System,Easy,"CAT,Placements,SSC",0.759
Q05152,Logical Reasoning,Coding-Decoding,Easy,"SSC,General,TCS NQT",0.801
Q05153,Quantitative Aptitude,Averages,Medium,TCS NQT,0.53
Q05154,Logical Reasoning,Ranking & Order,Hard,"TCS NQT,Banking",0.304
Q05155,Verbal Ability,Sentence Correction,Easy,SSC,0.885
Q05156,Quantitative Aptitude,Logarithms,Hard,"Placements,General",0.346
Q05157,Data Interpretation,Line Graphs,Hard,"TCS NQT,General,SSC",0.327
Q05158,Verbal Ability,Para Summary,Medium,Placements,0.586
Q05159,Verbal Ability,Idioms & Phrases,Medium,"CAT,SSC,Banking",0.496
Q05160,Data Interpretation,Line Graphs,Easy,"CAT,SSC",0.725
Q05161,Verbal Ability,Synonyms & Antonyms,Hard,"SSC,Banking,Placements",0.273
Q05162,Logical Reasoning,Venn Diagrams,Easy,"Placements,TCS NQT",0.841
Q05163,Quantitative Aptitude,Time & Work,Medium,"TCS NQT,Placements",0.625
Q05164,Verbal Ability,Error Spotting,Easy,SSC,0.732
Q05165,Quantitative Aptitude,Permutation & Combination,Medium,"General,SSC,CAT",0.584
Q05166,Quantitative Aptitude,Ratio & Proportion,Hard,"CAT,TCS NQT,Banking",0.314
Q05167,Logical Reasoning,Data Sufficiency,Medium,"CAT,Banking",0.543
Q05168,Quantitative Aptitude,Permutation & Combination,Easy,"Banking,TCS NQT",0.757
Q05169,Logical Reasoning,Venn Diagrams,Hard,TCS NQT,0.328
Q05170,Logical Reasoning,Venn Diagrams,Medium,"General,SSC",0.626
Q05171,Data Interpretation,Caselets,Medium,CAT,0.509
Q05172,Verbal Ability,Sentence Correction,Medium,"General,TCS NQT",0.512
Q05173,Quantitative Aptitude,Simple Interest,Hard,"TCS NQT,General,CAT",0.35
Q05174,Quantitative Aptitude,Simple Interest,Medium,"TCS NQT,Banking",0.613
Q05175,Data Interpretation,Line Graphs,Hard,Placements,0.261
Q05176,Logical Reasoning,Venn Diagrams,Medium,"Placements,SSC,CAT",0.526
Q05177,Verbal Ability,Para Jumbles,Hard,"Placements,Banking",0.272
Q05178,Data Interpretation,Caselets,Easy,SSC,0.791
Q05179,Data Interpretation,Caselets,Medium,"CAT,SSC",0.549
Q05180,Logical Reasoning,Venn Diagrams,Easy,CAT,0.771
Q05181,Data Interpretation,Tables,Hard,"Placements,SSC,General",0.251
Q05182,Verbal Ability,Para Summary,Medium,"General,TCS NQT",0.573
Q05183,Logical Reasoning,Puzzles,Hard,Banking,0.274
Q05184,Quantitative Aptitude,Mensuration,Medium,"CAT,General",0.513
Q05185,Verbal Ability,Verbal Analogies,Easy,"Placements,CAT",0.791
Q05186,Quantitative Aptitude,Mixtures & Alligations,Easy,CAT,0.738
Q05187,Data Interpretation,Mixed DI Sets,Medium,Banking,0.533
Q05188,Quantitative Aptitude,Quadratic Equations,Easy,"TCS NQT,CAT,Banking",0.687
Q05189,Data Interpretation,Venn-based DI,Hard,TCS NQT,0.289
Q05190,Data Interpretation,Line Graphs,Easy,"CAT,SSC",0.769
Q05191,Verbal Ability,Fill in the Blanks,Hard,Placements,0.299
Q05192,Quantitative Aptitude,Permutation & Combination,Easy,"TCS NQT,SSC,Banking",0.821
Q05193,Data Interpretation,Line Graphs,Hard,SSC,0.369
Q05194,Verbal Ability,Idioms & Phrases,Medium,"Banking,CAT",0.578
Q05195,Verbal Ability,Fill in the Blanks,Medium,"TCS NQT,Banking,General",0.471
Q05196,Verbal Ability,Idioms & Phrases,Medium,"SSC,General",0.56
Q05197,Quantitative Aptitude,Time & Work,Hard,Banking,0.319
Q05198,Quantitative Aptitude,Partnership,Medium,"TCS NQT,SSC",0.558
Q05199,Quantitative Aptitude,Pipes & Cisterns,Hard,"SSC,TCS NQT,General",0.314
Q05200,Verbal Ability,Error Spotting,Medium,"Banking,SSC,TCS NQT",0.514
Q05201,Data Interpretation,Caselets,Hard,TCS NQT,0.247
Q05202,Data Interpretation,Line Graphs,Hard,"TCS NQT,CAT",0.251
Q05203,Quantitative Aptitude,Profit & Loss,Medium,"Banking,SSC,CAT",0.506
Q05204,Logical Reasoning,Direction Sense,Easy,CAT,0.805
Q05205,Logical Reasoning,Syllogisms,Medium,SSC,0.513
Q05206,Verbal Ability,Fill in the Blanks,Medium,"Placements,TCS NQT,General",0.571
Q05207,Data Interpretation,Pie Charts,Medium,Placements,0.448
Q05208,Data Interpretation,Pie Charts,Medium,"SSC,CAT",0.497
Q05209,Data Interpretation,Tables,Medium,SSC,0.504
Q05210,Quantitative Aptitude,Algebra,Hard,"CAT,TCS NQT",0.313
Q05211,Quantitative Aptitude,"Time, Speed & Distance",Easy,"General,Banking,Placements",0.851
Q05212,Quantitative Aptitude,Surds & Indices,Easy,SSC,0.845
Q05213,Logical Reasoning,Clocks & Calendars,Easy,"TCS NQT,General",0.767
Q05214,Data Interpretation,Data Sufficiency (DI),Hard,"TCS NQT,General",0.352
Q05215,Verbal Ability,Error Spotting,Easy,"Placements,Banking",0.659
Q05216,Quantitative Aptitude,Partnership,Hard,Banking,0.342
Q05217,Logical Reasoning,Cubes & Dice,Hard,"Banking,SSC,General",0.303
Q05218,Logical Reasoning,Direction Sense,Medium,"CAT,Placements,SSC",0.567
Q05219,Quantitative Aptitude,Permutation & Combination,Medium,"General,Placements,SSC",0.557
Q05220,Logical Reasoning,Clocks & Calendars,Hard,CAT,0.259
Q05221,Logical Reasoning,Series Completion,Easy,General,0.758
Q05222,Quantitative Aptitude,Probability,Easy,General,0.808
Q05223,Logical Reasoning,Direction Sense,Easy,CAT,0.838
Q05224,Verbal Ability,Synonyms & Antonyms,Easy,TCS NQT,0.797
Q05225,Quantitative Aptitude,Compound Interest,Medium,"CAT,SSC,General",0.563
Q05226,Logical Reasoning,Syllogisms,Hard,"General,CAT",0.366
Q05227,Verbal Ability,Para Jumbles,Hard,"Placements,Banking,SSC",0.338
Q05228,Verbal Ability,Odd One Out,Easy,Placements,0.699
Q05229,Logical Reasoning,Cubes & Dice,Easy,"CAT,TCS NQT",0.782
Q05230,Verbal Ability,Synonyms & Antonyms,Hard,"Banking,TCS NQT",0.25
Q05231,Logical Reasoning,Seating Arrangement,Medium,"Banking,Placements,TCS NQT",0.622
Q05232,Verbal Ability,Fill in the Blanks,Easy,"Banking,SSC",0.818
Q05233,Logical Reasoning,Statement & Conclusion,Hard,"SSC,TCS NQT,General",0.313
Q05234,Data Interpretation,Radar/Spider Charts,Easy,Banking,0.77
Q05235,Data Interpretation,Line Graphs,Hard,"CAT,SSC,Placements",0.259
Q05236,Quantitative Aptitude,Logarithms,Easy,TCS NQT,0.838
Q05237,Verbal Ability,Cloze Test,Hard,"Banking,General,Placements",0.229
Q05238,Quantitative Aptitude,Pipes & Cisterns,Medium,Banking,0.614
Q05239,Verbal Ability,Reading Comprehension,Hard,"Placements,Banking,CAT",0.338
Q05240,Verbal Ability,Cloze Test,Medium,"Placements,CAT",0.577
Q05241,Logical Reasoning,Cubes & Dice,Hard,"Placements,General,Banking",0.244
Q05242,Quantitative Aptitude,Partnership,Easy,"Placements,TCS NQT,General",0.883
Q05243,Logical Reasoning,Blood Relations,Easy,"Placements,General",0.807
Q05244,Quantitative Aptitude,Compound Interest,Hard,"TCS NQT,General,Placements",0.224
Q05245,Logical Reasoning,Input-Output,Medium,CAT,0.528
Q05246,Logical Reasoning,Input-Output,Hard,"General,TCS NQT",0.256
Q05247,Verbal Ability,Para Jumbles,Easy,"SSC,Placements,TCS NQT",0.731
Q05248,Data Interpretation,Tables,Hard,SSC,0.331
Q05249,Logical Reasoning,Data Sufficiency,Medium,"Placements,TCS NQT,General",0.582
Q05250,Verbal Ability,Fill in the Blanks,Hard,"SSC,General,Banking",0.344
Q05251,Logical Reasoning,Puzzles,Medium,"General,Banking",0.572
Q05252,Verbal Ability,Error Spotting,Easy,"Banking,Placements,TCS NQT",0.845
Q05253,Logical Reasoning,Ranking & Order,Easy,"Placements,CAT",0.646
Q05254,Data Interpretation,Mixed DI Sets,Medium,"SSC,TCS NQT",0.57
Q05255,Verbal Ability,Odd One Out,Easy,"General,CAT,Placements",0.82
Q05256,Verbal Ability,Odd One Out,Easy,"TCS NQT,Banking,CAT",0.856
Q05257,Logical Reasoning,Coding-Decoding,Medium,"Placements,Banking,CAT",0.59
Q05258,Data Interpretation,Line Graphs,Hard,SSC,0.308
Q05259,Verbal Ability,Sentence Correction,Hard,"TCS NQT,Banking,General",0.274
Q05260,Logical Reasoning,Puzzles,Easy,Banking,0.838
Q05261,Quantitative Aptitude,Partnership,Easy,"Placements,TCS NQT",0.711
Q05262,Verbal Ability,Idioms & Phrases,Hard,"Placements,General,TCS NQT",0.265
Q05263,Data Interpretation,Bar Graphs,Medium,"CAT,Placements,SSC",0.456
Q05264,Quantitative Aptitude,Quadratic Equations,Easy,"General,CAT,Placements",0.781
Q05265,Logical Reasoning,Coding-Decoding,Hard,CAT,0.33
Q05266,Logical Reasoning,Statement & Conclusion,Medium,"Banking,TCS NQT,General",0.507
Q05267,Quantitative Aptitude,Permutation & Combination,Medium,"TCS NQT,General,Banking",0.554
Q05268,Quantitative Aptitude,Linear Equations,Medium,"Placements,SSC,TCS NQT",0.502
Q05269,Logical Reasoning,Coding-Decoding,Medium,General,0.458
Q05270,Quantitative Aptitude,Probability,Medium,"CAT,General",0.487
Q05271,Logical Reasoning,Series Completion,Medium,SSC,0.586
Q05272,Verbal Ability,Critical Reasoning,Easy,Banking,0.826
Q05273,Verbal Ability,Cloze Test,Easy,TCS NQT,0.754
Q05274,Quantitative Aptitude,Progressions (AP/GP),Hard,"CAT,Banking",0.376
Q05275,Verbal Ability,Para Jumbles,Medium,"Placements,General",0.552
Q05276,Data Interpretation,Pie Charts,Medium,Placements,0.526
Q05277,Data Interpretation,Line Graphs,Easy,"TCS NQT,SSC,CAT",0.868
Q05278,Logical Reasoning,Seating Arrangement,Easy,"Placements,Banking",0.816
Q05279,Logical Reasoning,Statement & Conclusion,Medium,"General,TCS NQT,Placements",0.595
Q05280,Verbal Ability,Reading Comprehension,Medium,"Placements,CAT,Banking",0.59
Q05281,Quantitative Aptitude,Trigonometry,Medium,Placements,0.553
Q05282,Quantitative Aptitude,Surds & Indices,Easy,"Banking,CAT,TCS NQT",0.759
Q05283,Logical Reasoning,Direction Sense,Medium,"CAT,Placements",0.568
Q05284,Logical Reasoning,Direction Sense,Easy,Placements,0.739
Q05285,Logical Reasoning,Coding-Decoding,Medium,General,0.58
Q05286,Verbal Ability,Error Spotting,Medium,"Banking,General",0.587
Q05287,Verbal Ability,Cloze Test,Medium,CAT,0.572
Q05288,Quantitative Aptitude,Simple Interest,Medium,"General,CAT,TCS NQT",0.461
Q05289,Logical Reasoning,Puzzles,Hard,"Banking,CAT",0.189
Q05290,Quantitative Aptitude,Compound Interest,Medium,CAT,0.569
Q05291,Logical Reasoning,Puzzles,Medium,"General,CAT,Banking",0.535
Q05292,Logical Reasoning,Direction Sense,Medium,"SSC,TCS NQT,Banking",0.53
Q05293,Logical Reasoning,Statement & Assumption,Medium,TCS NQT,0.551
Q05294,Verbal Ability,Error Spotting,Easy,"Placements,CAT,SSC",0.698
Q05295,Verbal Ability,Verbal Analogies,Medium,Banking,0.617
Q05296,Quantitative Aptitude,Quadratic Equations,Hard,"Placements,TCS NQT",0.288
Q05297,Logical Reasoning,Blood Relations,Medium,"Placements,Banking,SSC",0.558
Q05298,Verbal Ability,Idioms & Phrases,Medium,Placements,0.56
Q05299,Logical Reasoning,Clocks & Calendars,Medium,CAT,0.573
Q05300,Quantitative Aptitude,Profit & Loss,Easy,"CAT,TCS NQT",0.774
Q05301,Logical Reasoning,Ranking & Order,Medium,"TCS NQT,Placements,SSC",0.552
Q05302,Logical Reasoning,Blood Relations,Medium,"General,SSC,Placements",0.627
Q05303,Logical Reasoning,Direction Sense,Medium,"SSC,Banking,Placements",0.539
Q05304,Logical Reasoning,Blood Relations,Easy,"Placements,SSC,TCS NQT",0.843
Q05305,Verbal Ability,Error Spotting,Easy,"CAT,General",0.87
Q05306,Logical Reasoning,Series Completion,Easy,"General,TCS NQT,SSC",0.801
Q05307,Verbal Ability,Synonyms & Antonyms,Easy,"TCS NQT,Banking,CAT",0.835
Q05308,Quantitative Aptitude,Simple Interest,Hard,Banking,0.374
Q05309,Quantitative Aptitude,Simple Interest,Hard,SSC,0.345
Q05310,Verbal Ability,Sentence Correction,Easy,"SSC,TCS NQT",0.855
Q05311,Logical Reasoning,Venn Diagrams,Medium,"SSC,Banking,General",0.64
Q05312,Verbal Ability,Synonyms & Antonyms,Easy,CAT,0.773
Q05313,Verbal Ability,Critical Reasoning,Medium,General,0.502
Q05314,Quantitative Aptitude,Compound Interest,Medium,Placements,0.572
Q05315,Quantitative Aptitude,Trigonometry,Easy,Banking,0.826
Q05316,Logical Reasoning,Puzzles,Easy,"TCS NQT,Placements",0.858
Q05317,Data Interpretation,Radar/Spider Charts,Easy,TCS NQT,0.741
Q05318,Quantitative Aptitude,Trigonometry,Easy,"CAT,Placements",0.831
Q05319,Quantitative Aptitude,Logarithms,Medium,"CAT,Banking,General",0.59
Q05320,Logical Reasoning,Input-Output,Medium,"TCS NQT,CAT",0.521
Q05321,Data Interpretation,Data Sufficiency (DI),Easy,Placements,0.847
Q05322,Quantitative Aptitude,Compound Interest,Medium,"TCS NQT,CAT",0.591
Q05323,Logical Reasoning,Venn Diagrams,Medium,"SSC,Placements",0.527
Q05324,Verbal Ability,Cloze Test,Easy,"General,CAT,Placements",0.916
Q05325,Verbal Ability,Error Spotting,Hard,"SSC,CAT,Placements",0.314
Q05326,Logical Reasoning,Syllogisms,Hard,CAT,0.319
Q05327,Logical Reasoning,Data Sufficiency,Medium,"Banking,TCS NQT",0.601
Q05328,Quantitative Aptitude,Set Theory,Medium,"SSC,Banking",0.591
Q05329,Verbal Ability,Critical Reasoning,Medium,"CAT,SSC,Banking",0.545
Q05330,Quantitative Aptitude,Progressions (AP/GP),Medium,"SSC,General,TCS NQT",0.457
Q05331,Quantitative Aptitude,Geometry,Easy,Placements,0.776
Q05332,Quantitative Aptitude,Averages,Hard,"CAT,Placements",0.27
Q05333,Logical Reasoning,Statement & Conclusion,Medium,"Banking,CAT",0.661
Q05334,Data Interpretation,Pie Charts,Easy,TCS NQT,0.83
Q05335,Quantitative Aptitude,Percentages,Hard,TCS NQT,0.29
Q05336,Quantitative Aptitude,Simple Interest,Easy,Placements,0.797
Q05337,Data Interpretation,Bar Graphs,Easy,"Banking,TCS NQT,Placements",0.779
Q05338,Quantitative Aptitude,Simple Interest,Medium,"Banking,SSC",0.555
Q05339,Logical Reasoning,Seating Arrangement,Medium,"Placements,Banking",0.586
Q05340,Logical Reasoning,Syllogisms,Medium,"CAT,TCS NQT,General",0.545
Q05341,Data Interpretation,Mixed DI Sets,Easy,"CAT,Placements",0.782
Q05342,Quantitative Aptitude,Progressions (AP/GP),Medium,General,0.538
Q05343,Quantitative Aptitude,Simple Interest,Medium,"General,CAT",0.504
Q05344,Quantitative Aptitude,Mensuration,Medium,Placements,0.555
Q05345,Data Interpretation,Venn-based DI,Medium,Banking,0.542
Q05346,Quantitative Aptitude,Mensuration,Easy,Placements,0.768
Q05347,Verbal Ability,Reading Comprehension,Easy,"General,Placements",0.915
Q05348,Logical Reasoning,Venn Diagrams,Easy,CAT,0.763
Q05349,Data Interpretation,Caselets,Medium,"TCS NQT,SSC",0.516
Q05350,Logical Reasoning,Analogy,Medium,"Placements,Banking",0.605
Q05351,Quantitative Aptitude,Time & Work,Easy,General,0.841
Q05352,Verbal Ability,Sentence Correction,Easy,CAT,0.785
Q05353,Logical Reasoning,Input-Output,Hard,SSC,0.26
Q05354,Data Interpretation,Venn-based DI,Easy,"General,SSC,Banking",0.823
Q05355,Logical Reasoning,Input-Output,Medium,"Banking,TCS NQT,SSC",0.556
Q05356,Logical Reasoning,Analogy,Medium,Placements,0.463
Q05357,Logical Reasoning,Puzzles,Hard,"CAT,SSC,Placements",0.26
Q05358,Data Interpretation,Tables,Easy,"Banking,Placements,General",0.754
Q05359,Verbal Ability,Critical Reasoning,Medium,"Banking,General",0.647
Q05360,Quantitative Aptitude,Compound Interest,Hard,SSC,0.303
Q05361,Quantitative Aptitude,Progressions (AP/GP),Medium,TCS NQT,0.554
Q05362,Verbal Ability,Sentence Correction,Hard,General,0.261
Q05363,Verbal Ability,Odd One Out,Medium,CAT,0.548
Q05364,Logical Reasoning,Syllogisms,Medium,"Banking,General",0.588
Q05365,Logical Reasoning,Input-Output,Hard,SSC,0.311
Q05366,Verbal Ability,Fill in the Blanks,Hard,"TCS NQT,CAT,General",0.234
Q05367,Data Interpretation,Pie Charts,Medium,Banking,0.49
Q05368,Logical Reasoning,Analogy,Hard,"Banking,CAT,SSC",0.382
Q05369,Data Interpretation,Bar Graphs,Hard,General,0.293
Q05370,Logical Reasoning,Statement & Conclusion,Medium,"Placements,TCS NQT,CAT",0.574
Q05371,Logical Reasoning,Statement & Conclusion,Hard,"CAT,SSC,Placements",0.389
Q05372,Verbal Ability,Cloze Test,Medium,"CAT,SSC,Placements",0.532
Q05373,Data Interpretation,Bar Graphs,Medium,"TCS NQT,General",0.504
Q05374,Logical Reasoning,Syllogisms,Medium,"SSC,TCS NQT,Banking",0.54
Q05375,Data Interpretation,Data Sufficiency (DI),Easy,"TCS NQT,Banking,Placements",0.751
Q05376,Verbal Ability,Cloze Test,Hard,Placements,0.279
Q05377,Verbal Ability,Odd One Out,Medium,"Banking,CAT,General",0.507
Q05378,Verbal Ability,Para Summary,Medium,"TCS NQT,SSC,CAT",0.556
Q05379,Verbal Ability,Para Summary,Hard,"CAT,Placements",0.333
Q05380,Data Interpretation,Tables,Hard,"SSC,CAT",0.334
Q05381,Logical Reasoning,Analogy,Easy,"TCS NQT,SSC",0.873
Q05382,Quantitative Aptitude,Ratio & Proportion,Easy,Placements,0.79
Q05383,Quantitative Aptitude,Algebra,Medium,"Placements,General",0.434
Q05384,Quantitative Aptitude,Pipes & Cisterns,Medium,"TCS NQT,General,SSC",0.551
Q05385,Quantitative Aptitude,Progressions (AP/GP),Easy,"CAT,TCS NQT,Banking",0.838
